00:00:00.000343 main     VirtualBox XPCOM Server 7.0.14 r161095 linux.amd64 (Jan 19 2024 13:54:29) release log
00:00:00.000346 main     Log opened 2024-03-24T14:55:11.536707000Z
00:00:00.000347 main     Build Type: release
00:00:00.000349 main     OS Product: Linux
00:00:00.000351 main     OS Release: 6.8.1-arch1-1
00:00:00.000352 main     OS Version: #1 SMP PREEMPT_DYNAMIC Sat, 16 Mar 2024 17:15:35 +0000
00:00:00.000387 main     DMI Product Name: ASUS TUF Gaming A15 FA507NV_FA507NV
00:00:00.000406 main     DMI Product Version: 1.0
00:00:00.000414 main     Firmware type: UEFI
00:00:00.000709 main     Secure Boot: Disabled
00:00:00.000779 main     Host RAM: 15231MB (14.8GB) total, 10435MB (10.1GB) available
00:00:00.000783 main     Executable: /usr/lib/virtualbox/VBoxSVC
00:00:00.000784 main     Process ID: 85741
00:00:00.000784 main     Package type: LINUX_64BITS_GENERIC (OSE)
00:00:00.003061 main     IPC socket path: /tmp/.vbox-ananas-ipc/ipcd
00:00:00.113404 nspr-2   VirtualBox: object creation starts
00:00:00.113635 nspr-2   Home directory: '/home/ananas/.config/VirtualBox'
00:00:00.136626 nspr-2   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlp3s0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:00:00.138706 nspr-2   HostDnsMonitor: initializing
00:00:00.139208 nspr-2   NAT: resolv.conf: nameserver 192.168.87.11
00:00:00.139241 nspr-2   HostDnsMonitor: updating information
00:00:00.139260 nspr-2   HostDnsMonitor: old information
00:00:00.139263 nspr-2     no server entries
00:00:00.139266 nspr-2     no domain set
00:00:00.139269 nspr-2     no search string entries
00:00:00.139272 nspr-2   HostDnsMonitor: new information
00:00:00.139275 nspr-2     server 1: 192.168.87.11
00:00:00.139279 nspr-2     no domain set
00:00:00.139282 nspr-2     no search string entries
00:00:00.143013 nspr-2   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:00.143339 nspr-2   VD: VDInit finished with VINF_SUCCESS
00:00:00.143496 nspr-2   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={aac6c7cb-a371-4c58-ab51-0616896b2f2c} aComponent={SystemPropertiesWrap} aText={Cannot determine default Guest Additions ISO location. Most likely they are not available}, preserve=false aResultDetail=0
00:00:00.144888 nspr-2   VirtualBox: object created
00:00:01.190107 nspr-3   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:01.193476 nspr-3   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:01.274283 nspr-3   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:01.278004 nspr-3   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:01.340674 nspr-4   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=false aResultDetail=0
00:00:02.010586 nspr-2   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:02.017363 nspr-2   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:04.870102 nspr-3   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={aac6c7cb-a371-4c58-ab51-0616896b2f2c} aComponent={SystemPropertiesWrap} aText={Cannot determine default Guest Additions ISO location. Most likely they are not available}, preserve=false aResultDetail=0
00:00:18.707224 nspr-2   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:18.713212 nspr-2   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:24.286103 nspr-2   Unattended: RTVfsQueryPathInfo(, '\OS2IMAGE/DISK_0/OS2LDR' (from OS2SE20.SRC),) -> VERR_PATH_NOT_FOUND, fMode=0x0
00:00:24.322395 nspr-2   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:24.325639 nspr-2   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:24.330481 nspr-3   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:24.332889 nspr-3   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:26.508825 nspr-4   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:26.512531 nspr-4   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.388259 createBase Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:37.395018 createBase Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.406439 nspr-4   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:37.407887 nspr-4   Saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox" with version "1.19-linux"
00:00:37.423473 nspr-4   Finished saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox"
00:00:37.423618 nspr-4   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:37.426966 nspr-4   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.431407 nspr-5   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:37.434408 nspr-5   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.437337 nspr-4   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:37.440297 nspr-4   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.441145 nspr-4   Saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox" with version "1.19-linux"
00:00:37.443998 nspr-4   Finished saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox"
00:00:37.472694 nspr-5   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:37.476216 nspr-5   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:00:37.828432 nspr-4   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:37.856458 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:37.857493 nspr-3   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:38.122392 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:38.126666 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:39.116252 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:40.276796 nspr-5   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:40.277034 nspr-2   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:40.277227 nspr-5   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:40.279148 nspr-5   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:00:40.308532 nspr-2   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlp3s0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:00:40.333719 nspr-2   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlp3s0: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:00:40.349842 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:40.350362 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:40.624698 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:40.625814 nspr-4   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:00:40.638382 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:40.639494 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:00:41.143936 nspr-3   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:41.174283 nspr-3   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:01:16.525627 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:16.526834 nspr-2   Saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox" with version "1.19-linux"
00:01:16.557203 nspr-2   Finished saving settings file "/home/ananas/VirtualBox VMs/Arch Linux/Arch Linux.vbox"
00:01:16.705067 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:16.706338 nspr-2   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:01:16.730775 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:16.732009 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:17.291032 nspr-5   Saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:01:17.298589 nspr-5   Finished saving settings file "/home/ananas/.config/VirtualBox/VirtualBox.xml"
00:01:17.895170 nspr-5   Launched VM: 1677771408 pid: 86050 (0x15022) frontend: GUI/Qt name: Arch Linux
00:01:17.931780 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:17.932745 nspr-5   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:01:17.965266 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:17.966720 nspr-5   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:18.396346 Watcher  ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The virtual machine 'Arch Linux' has terminated unexpectedly during startup with exit code 1 (0x1)}, preserve=false aResultDetail=0
00:01:18.440424 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:18.441520 nspr-4   Failed to open "/dev/vboxdrvu", errno=2, rc=VERR_VM_DRIVER_NOT_INSTALLED
00:01:18.477625 nspr-2   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:01:18.480176 nspr-4   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:02:06.945532 nspr-5   Launched VM: 1677796256 pid: 86408 (0x15188) frontend: GUI/Qt name: Arch Linux
00:02:06.981358 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:02:07.016872 nspr-3   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:02:07.018202 nspr-3   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
00:02:07.364993 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:02:07.379748 nspr-8   WARNING [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={e54f6256-97a7-4947-8a78-10c013ddf4b8} aComponent={HostWrap} aText={Could not load the Host USB Proxy service: VERR_NOT_FOUND}, preserve=true aResultDetail=0
